time,e1,e2,r1,r2,tau1,tau2
0.44003668,-0.11017084,-0.0010896102,-0.74245083,-0.057878263,-6.0260744,-1.1777341
0.4450371,-0.11112213,-0.0013383701,-0.741813,-0.05781547,-5.964677,-1.1411837
0.4500375,-0.11204648,-0.0015806407,-0.74101925,-0.05766897,-5.9012794,-1.1037352
0.45503792,-0.11294377,-0.0018161908,-0.74007446,-0.05743546,-5.8360147,-1.0654461
0.46003833,-0.11381388,-0.0020447224,-0.73898304,-0.05711125,-5.769018,-1.0263772
0.46503875,-0.114656925,-0.00226596,-0.7377507,-0.05669263,-5.700425,-0.9865868
0.47003916,-0.115472674,-0.0024796426,-0.7363808,-0.0561758,-5.6303706,-0.9461359
0.4750396,-0.116261244,-0.0026854277,-0.73487866,-0.055556417,-5.5589886,-0.90508235
0.48004,-0.117022514,-0.002883032,-0.7332479,-0.054830387,-5.486413,-0.8634858
0.48504043,-0.117756605,-0.0030721426,-0.7314932,-0.053993404,-5.412779,-0.82140553
0.49004084,-0.118463755,-0.0032523721,-0.7296197,-0.05304061,-5.3382187,-0.77889943
0.49504125,-0.11914384,-0.0034234077,-0.7276304,-0.051967517,-5.262862,-0.73602504
0.50004166,-0.11979687,-0.003584832,-0.7255287,-0.050769,-5.186836,-0.6928388
0.5050421,-0.12042332,-0.0037362874,-0.7233203,-0.049440116,-5.1102715,-0.64939743
0.5100425,-0.12102306,-0.0038773865,-0.72100747,-0.047975883,-5.03329,-0.6057557
0.5150429,-0.1215961,-0.004007682,-0.7185929,-0.04637097,-4.956015,-0.5619688
0.5200433,-0.12214291,-0.0041267574,-0.7160816,-0.044619948,-4.878568,-0.51808906
0.5250437,-0.1226635,-0.004234135,-0.7134758,-0.042717278,-4.8010654,-0.4741682
0.5300442,-0.12315798,-0.0043293536,-0.7107781,-0.04065737,-4.7236204,-0.43025714
0.5350446,-0.12362671,-0.0044119805,-0.70799214,-0.038435027,-4.646348,-0.3864061
0.540045,-0.12406981,-0.0044814944,-0.7051201,-0.03604436,-4.569353,-0.34266174
